reliquary,ಅವಶೇಷ ಪಾತ್ರೆ,The remnant vessel
remount,ಪುನಃ ಹತ್ತು,Remount
removable disk,ತೆಗೆಯಬಹುದಾದ ಡಿಸ್ಕ್,Removable Disk
rep,ಪ್ರತಿನಿಧಿಯು,Rep
repeating firearm,ಪುನರಾವರ್ತಿಸುವ ಬಂದೂಕಿನ,Repeating firearm
repository,ಭಂಡಾರ,Repository
representative,ಪ್ರತಿನಿಧಿ,The representative
requiem shark,ರೀಕ್ವಿಯಂ ಶಾರ್ಕ್,Requiem sharks
rescue equipment,ಸಂರಕ್ಷಣಾ ಉಪಕರಣಗಳು,Conservation tools
rescuer,ರಕ್ಷಕ,Defender
reseda,ರಂಗುಗಾರರ ಜೊಂಡು ಮೊದಲಾದವು ಸೇರಿದ ಸಸ್ಯಜಾತಿ,Reseda
reservoir,ಜಲಾಶಯದ,The reservoir
reset,ಮರುಹೊಂದಿಸಲು,Reset
residence,ನಿವಾಸ,Home
resident commissioner,ನಿವಾಸಿ ಆಯುಕ್ತ,Resident Commissioner
resistor,ಪ್ರತಿರೋಧಕದ,A resistor
resonator,ಪ್ರತಿಧ್ವನಿಯ,Reverberation
resort hotel,ರೆಸಾರ್ಟ್ ಹೋಟೆಲ್,Resort Hotel
respecter,ಗೌರವಿಸಿ,To respect
restaurant,ಉಪಹಾರ ಗೃಹ,Restaurant
restharrow,ಶೇಷ ಹ್ಯಾರೋ,Rest Harrow
restrainer,restrainer,restrainer
resurrection plant,ಪುನರುತ್ಥಾನದ ಸಸ್ಯ,Resurrection plant
retaining wall,ತಡೆಗೋಡೆ,Barrier
retractor,ಪ್ರತಿಕರ್ಷಕ,Pratikarsaka
return key,ರಿಟರ್ನ್ ಕೀ,The return key
revenant,ರಿಟರ್ನ್,Return
revers,ಹಿನ್ನಡೆ,Backwards
reverse,ರಿವರ್ಸ್,Reverse
revisionist,ಇದಾಗಿದೆ,This is the
revolving door,ಸುತ್ತುತ್ತಿರುವ ಬಾಗಿಲು,Revolving door
rex begonia,ರೆಕ್ಸ್ ಬೆಳೆಸುವ ಒಂದು ಬಗೆಯ ಗಿಡ,Rex Begonia
rhea,ರಿಯಾ,Rhea
Rhine wine,ರೈನ್ ವೈನ್,Rhine wine
rhinoceros,ಘೇಂಡಾಮೃಗ,Rhinoceros
rhinoceros beetle,ಘೇಂಡಾಮೃಗ ಜೀರುಂಡೆ,Rhinoceros beetle
rhizopus,ರಿಜೋಪಸ್,Rhizopus
Rhode Island red,ರೋಡ್ ಐಲೆಂಡ್ ರೆಡ್,Rhode Island Red
Rhodes grass,ರೋಡ್ಸ್ ಹುಲ್ಲಿನ,Rhodes grass
Rhodesian ridgeback,ರೊಡೇಸಿಯನ್ ರಿಡ್ಜ್ಬ್ಯಾಕ್,Rhodesian Ridgeback
rhombus,ವಜ್ರಾಕೃತಿಯು,Rhombus
Rhone wine,ರೋನ್ ವೈನ್,Rhone wine
rib,ಪಕ್ಕೆಲುಬಿನ,Rib
ribbon development,ರಿಬ್ಬನ್ ಅಭಿವೃದ್ಧಿ,Ribbon Development
ribbon fern,ರಿಬ್ಬನ್ ಜರೀಗಿಡ,The ribbon fern
ribbon snake,ರಿಬ್ಬನ್ ಹಾವಿನ,Ribbon Snake
rice rat,ಅಕ್ಕಿ ಇಲಿ,Rice Rat
rice weevil,ಅಕ್ಕಿ ಜೀರುಂಡೆ,Rice weevil
Richardson's geranium,ರಿಚರ್ಡ್ಸನ್ ನ ಜೆರೇನಿಯಂ,Richardson's Geranium
richweed,richweed,richweed
rickey,ರಿಕಿ,Ricky
rider,ಸವಾರ,The rider
ridge,ಪರ್ವತಶ್ರೇಣಿಯ,Mountains
riding crop,ಸವಾರಿ ಬೆಳೆ,Riding crop
Riesling,Riesling,Riesling
rifleman,ಬಂದೂಕುಧಾರಿ ಸಿಪಾಯಿಯು,"Rifleman,"
rigger,ಬಾವಿ ಯಂತ್ರಗಳು,Rigs
right fielder,ಬಲ ಫೀಲ್ಡರ್,Right fielder
ring,ರಿಂಗ್,The Ring
ring ouzel,ರಿಂಗ್ ಯುರೋಪಿನ ಥ್ರಷ್ ಬಳಗದ ಒಂದು ಪಕ್ಷಿಜಾತಿ,Ring ouzel
ringleader,ಮುಖ್ಯಸ್ಥ,Head
ringlet,ringlet,ringlet
Rioja,ರಿಯೋಜ,Rioja
riser,ನೇರ ಕೊಳವೆಯನ್ನು,Riser
Ritz,ರಿಟ್ಜ್,The Ritz
river otter,ನೀರು ನಾಯಿಯ ಹಿಂಡುಗಳು,River otter populations
rivet,ರಿವಿಟ್,Rivet
rivulus,Rivulus,Rivulus
roadbed,roadbed ಹೊಂದಿವೆ,have the roadbed
roadman,Roadman,Roadman
roadrunner,ರೋಡ್ರನ್ನರ್,Roadrunner
roadway,ರಸ್ತೆಯ,On the road
roarer,Loiret ಆರ್,R Loiret
roaster,ಹುರಿಯುವ,Roaster
Rob Roy,ರಾಬ್ ರಾಯ್,Rob Roy
robe,ಉಡುಗೆ,Dress Up
robin,ರಾಬಿನ್,Robin
robin's plantain,ರಾಬಿನ್ ಬಾಳೆ,Robin's plantain
rock,ರಾಕ್,The Rock
rock beauty,ರಾಕ್ ಸೌಂದರ್ಯ,Rock Beauty
rock climbing,ರಾಕ್ ಕ್ಲೈಂಬಿಂಗ್,Rock Climbing
rock crab,ರಾಕ್ ಏಡಿಯ,Rock crab
rock hopper,ರಾಕ್ ಹಾರುವ,Rock Hopper
rock hyrax,ರಾಕ್ hyrax,Rock hyrax
rock polypody,ರಾಕ್ polypody,Rock polypody
rock python,ಬಂಡೆ ಹೆಬ್ಬಾವು,Rock python
rock sandwort,ರಾಕ್ ಗಿಡ್ಡ ಗಿಡ,Rock sandwort
rock sea bass,ರಾಕ್ ಸೀ ಬ್ಯಾಸ್,Rock sea bass
rocker arm,ರಾಕರ್ ತೋಳಿನ,Rocker arm
rocket engineer,ರಾಕೆಟ್ ಎಂಜಿನಿಯರ್,Rocket engineer
rocket scientist,ರಾಕೆಟ್ ವಿಜ್ಞಾನಿ,Rocket Scientist
rocking chair,ರಾಕಿಂಗ್ ಕುರ್ಚಿ,The rocking chair
rod,ರಾಡ್,Rod
rodeo,ಗೋವಳಿಕೆ,Rodeo
rogue elephant,ರಾಕ್ಷಸ ಆನೆಯ,Rogue elephant
roll-on roll-off,ರೋಲ್-ಆಫ್ ರೋಲ್-ಆನ್,Roll-on Roll-off
roller,ರೋಲರ್,Roller
roller coaster,ರೋಲರ್ ಕೋಸ್ಟರ್,Roller Coaster
roly-poly,ಬ್ಲಾಸ್ಟ್,Blast
Roman hyacinth,ರೋಮನ್ ಹಯಸಿಂತ್,Roman hyacinth
roof,ಛಾವಣಿಯ,Roof
rooibos,ರೂಯಿಬೊಸ್,Rooibos
roomette,ROOMET,ROOMET
roost,ವಿಶ್ರಮಿಸುವ,Roost
rope,ಹಗ್ಗ,The rope
rope bridge,ಹಗ್ಗದ ಸೇತುವೆಯ,Rope bridge
rorqual,ತಿಮಿಂಗಿಲ,Whale
rose chafer,ಗುಲಾಬಿ chafer,Rose chafer
rose chestnut,ಗುಲಾಬಿ ಚೆಸ್ಟ್ನಟ್,Pink chestnuts
rose moss,ಗುಲಾಬಿ ಪಾಚಿ,Rose Moss
rosebud,ರೋಸ್ ಬಡ್,Rose Bud
rosefish,rosefish,rosefish
Rosicrucian,ರೋಸಿಕ್ಯೂಷಿಯನ್ನರ,Rosicrucian
rosy boa,ಉತ್ತಮ ಗುಲಾಬಿ,Best Rose
rotifer,rotifer,rotifer
rotisserie,ರಾಟಿಸ್ಸೆರೀ,Rotisserie
rotor,ರೋಟರ್,Rotor
rotor head,ರೋಟರ್ ತಲೆಯ,The rotor head
rough fish,ಒರಟು ಮೀನು,Coarse fish
rough green snake,ಒರಟಾದ ಹಸಿರು ಹಾವಿನ,Rough green snake
Rough Rider,ರಫ್ ರೈಡರ್,Rough Rider
rough-legged hawk,ಒರಟು ಕಾಲಿನ ಹಾಕ್,Rough-legged Hawk
roughcast,roughcast,roughcast
roughtail stingray,roughtail ಸ್ಟಿಂಗ್ರೇ,Stingray roughtail
roulade,roulade,roulade
rouleau,rouleau,rouleau
round file,ಸುತ್ತಿನಲ್ಲಿ ಫೈಲ್,Round file
roundhead,ರೌಂಡ್ಹೆಡ್ಗಳನ್ನು,Roundhead
router,ರೂಟರ್,Router
rowel,rowel,rowel
rowing,ರೋಯಿಂಗ್,Rowing
rowing boat,ದೋಣಿ ದೋಣಿ,Rowing boat
royal tennis,ರಾಯಲ್ ಟೆನಿಸ್,The Royal Tennis
rubber bullet,ರಬ್ಬರ್ ಬುಲೆಟ್,Rubber bullets
ruby-crowned kinglet,ಮಾಣಿಕ್ಯ-ಕಿರೀಟದ ಅಗ್ನಿಶಿಖೆ,Ruby-crowned kinglet
ruddiness,ruddiness,ruddiness
ruff,ಕೊರಳ,Ruff
ruffed grouse,ruffed ಗ್ರೌಸ್,ruffed grouse
rugby,ರಗ್ಬಿ,Rugby
rugby ball,ರಗ್ಬಿ ಚೆಂಡನ್ನು,Rugby ball
rum sling,ಕೊಠಡಿಗಳು ಲೂಪ್,Loop rooms
rumble seat,ರಂಬಲ್ ಸ್ಥಾನವನ್ನು,Rumble seat
rundle,ರಂಡಲ್,Rundle
runner,ರನ್ನರ್,Runner
running suit,ಸೂಟ್ ಚಾಲನೆಯಲ್ಲಿರುವ,Running suit
runway,ವಿಮಾನ ಏರುದಾರಿ,Flight causeway
rush grass,ವಿಪರೀತ ಹುಲ್ಲಿನ,Excessive thatch
rustic,ಹಳ್ಳಿಗಾಡಿನಂತಿತ್ತು,Rustic
rya,ಫಲಿತಾಂಶಗಳು,Results
rye,ರೈ,Rai
Sabahan,Sabean,Sabean
saber,ಗೊತ್ತಿಲ್ಲ,I do not know
saber-toothed tiger,ಕತ್ತಿ ಹಲ್ಲಿನ ಹುಲಿ,Saber-toothed tiger
sable,ಮರಳಿನ,The sand
sable antelope,ಕೃಷ್ಣರೋಮಮೃಗ ಹುಲ್ಲೆ,Antelope krsnaromamrga
sack,ಸ್ಯಾಕ್,Sack
sacred ibis,ಪವಿತ್ರ ಐಬಿಸ್,Sacred Ibis
saddle,ಜೀನಿನ,Saddle
saddle blanket,ಜೀನು ಹೊದಿಕೆಯನ್ನು,A saddle blanket
saddle horse,ಜೀನಿನ ಕುದುರೆ,A saddle horse
saddle seat,ಜೀನಿನ ಸ್ಥಾನವನ್ನು,Saddle seat
saddle stitch,ತಡಿ ಹೊಲಿಗೆ,Saddle stitch
saddlebag,saddlebag,saddlebag
saddlebill,saddlebill,saddlebill
safe house,ಸುರಕ್ಷಿತ ಮನೆ,Safe house
safe-deposit,ತಿಜೋರಿ ಠೇವಣಿ,Safe Deposit
safety arch,ಸುರಕ್ಷತೆ ಕಮಾನು,Safety arch
safety net,ಸುರಕ್ಷಾ ಬಲೆ,Protective netting
safety razor,ಸುರಕ್ಷತೆ ರೇಜರ್,Safety Razor
safety valve,ಸುರಕ್ಷೆಯ ಕವಾಟ,Safety valve
safflower seed,ಕುಸುಬೆ ಬೀಜ,Safflower Seed
saffron,ಕೇಸರಿಯ,Saffron
sage,ಋಷಿ,Sage
sagebrush mariposa tulip,ಸುವಾಸನೆಯ ಕುರುಚಲು ಗಿಡ ಮ್ಯಾರಿಪೊಸಾ ಟುಲಿಪ್,Sagebrush mariposa tulip
saguaro,ಸಗುರಾವೋ,Saguaro
sailboat,ಹಾಯಿದೋಣಿ,Sailboat
sailfish,ಹಾಯಿ ಮೀನು,Sailfish
sailor,ನಾವಿಕ,Sailor
sailor cap,ನಾವಿಕ ಕ್ಯಾಪ್,The sailor's cap
sailor suit,ನಾವಿಕ ಸೂಟ್,Sailor Suit
sailor's-choice,sailor's ಆಯ್ಕೆ,sailor's pick
Saint Bernard,ಸೇಂಟ್ ಬರ್ನಾರ್ಡ್,St. Bernard
sake,ಸಲುವಾಗಿ,In order to
salad bowl,ಸಲಾಡ್ ಬೌಲ್,Salad Bowl
salesgirl,ಮಾರಾಟಗಾರ್ತಿ,The saleswoman
salesman,ಮಾರಾಟಗಾರ,Dealer
Salisbury steak,ಸ್ಯಾಲಿಸ್ಬರಿ ಸ್ಟೀಕ್,Salisbury Steak
sallet,ಹಗುರ ಶಿರಸ್ತ್ರಾಣ,Lightweight helmet
sallow,ಹಳದಿ ಬಣ್ಣದ,Yellow
salmagundi,Slmagundi,Slmagundi
salpiglossis,ಲಾಳಿಕೆಯಾಕಾರದ ಹೂಗಳನ್ನು ಬಿಡುವ,Salpiglossis
salsify,ಯೂರೋಪಿನ ಒಂದು ಗಿಡ,Salsify
salsilla,salsilla,salsilla
salt marsh mallow,ಉಪ್ಪು ಜವುಗು ಮ್ಯಾಲೋ,Salt marsh mallow
salt-rising bread,ಉಪ್ಪು ಏರಿಕೆಯಾಗುವ ಬ್ರೆಡ್,Salt rising bread
saltpan,saltpan,saltpan
Saluki,ಸಲುಕಿ,Saluki
salwar,ಸಲ್ವಾರ್,Salwar
Sam Browne belt,ಸ್ಯಾಮ್ ಬ್ರೌನ್ಸ್ ಬೆಲ್ಟ್,Sam Browne belt
samara,ಸಮಾರಾ,Samara
sambuca,ಸಂಬುಕಾ,Sambuca
samosa,ಸಮೋಸ,Samosa
sampan,ಓಡ,Punt
sand,ಮರಳು,The sand
sand blackberry,ಮರಳಿನ ಬ್ಲಾಕ್ಬೆರ್ರಿ,Sand Blackberry
sand cat,ಮರಳಿನ ಬೆಕ್ಕು,Sand cat
sand cherry,ಮರಳು CHERRY,CHERRY sand
sand dollar,ಮರಳಿನ ಡಾಲರ್,Sand Dollar
sand myrtle,ಮರಳಿನ ಮಿರ್ಟ್ಲ್,Myrtle sand
sand rat,ಮರಳಿನ ಇಲಿ,Sand Rat
sand spurry,ಮರಳಿನ spurry,Sand spurry
sand stargazer,ಮರಳಿನ stargazer,Sand stargazer
sand tiger,ಮರಳಿನ ಹುಲಿ,Sand tiger
sand wedge,ಮರಳ ದಾಂಡು,Sand wedge
sandbag,ಮರಳು ಚೀಲ,Sand bag
sandbar shark,ಮರಳುದಿಬ್ಬದ ಶಾರ್ಕ್,Sandbar sharks
sandblaster,ಮರಳಧಾರೆ,Sandblaster
sandwort,ಗಿಡ್ಡ ಗಿಡ,Sandwort
sandy mushroom,ಮರಳು ಅಣಬೆ,Sandy mushroom
sangoma,Sangoma,Sangoma
sanguinary ant,ಕ್ರೌರ್ಯಾಸಕ್ತ ಇರುವೆ,Sanguinary ant
sanicle,ಛತ್ರಿಯಾಕಾರದ ಹೂಗಿಡ,Sanicle
sanitary landfill,ನೈರ್ಮಲ್ಯದ ನೆಲಭರ್ತಿಯಲ್ಲಿನ,Sanitary landfill
sapote,sapote,sapote
sapper,ಸುರಂಗಕಾರಕ,Sapper
saprobe,saprobe,saprobe
sarcodinian,sarcodinian,sarcodinian
sarcophagus,ಸಾರ್ಕೊಫಾಗಸ್,Sarcophagus
sargassum fish,ಸಮುದ್ರ ಕಳೆ ಮೀನು,Sea weed fish
sarsaparilla,ಸೊಗದೆ ಬೇರಿನಂಥ ಪದಾರ್ಥ,Sarsaparilla
sash fastener,ತೂಗು ಹಲಗೆ,Board sash
sassaby,ದಅಫ್ರಿಕಾದ ಒಂದು ಜಿಂಕೆ,Sassaby
sassafras,ಉತ್ತರ ಅಮೆರಿಕಾದ ಚಿಕ್ಕ ಮರ,Sassafras
sateen,ಮಳೆ,The Rain
satellite receiver,ಉಪಗ್ರಹ ರಿಸೀವರ್,Satellite Receiver
satin bowerbird,ಸ್ಯಾಟಿನ್ bowerbird,Satin bowerbird
satinleaf,satinleaf,satinleaf
satrap,ಪಾಳೇಗಾರ,Satrap
saturniid,saturniid,saturniid
sauce,ಸಾಸ್,Sauce
saucepot,saucepot,saucepot
Sauvignon blanc,ಸುವಿಗ್ನಾನ್ ಬ್ಲಾಂಕ್,Sauvignon Blanc
savory,ಖಾರದ,Worcester
savoy cabbage,ಸವಾಯ್ ಕೋಸು,Savoy cabbage
Savoyard,ಸವಾಯ್ ಪ್ರಾಂತದವನು,Savoyard
sawed-off shotgun,ಕತ್ತರಿಸಿದ ಶಾಟ್ಗನ್,Shotgun cut
sawfly,ಗರಗಸ ನೊಣದ,Sawfly
sawhorse,sawhorse,sawhorse
sawyer,ಸ್ಥಾನದಲ್ಲಿರುವವನು,Sawyer
sax,ಸ್ಯಾಕ್ಸ್,Sacks
scabious,ಕಜ್ಜಿ ಹತ್ತಿದ,Scabious
scaffolding,ಸ್ಕ್ಯಾಫೋಲ್ಡಿಂಗ್,Scaffolding
scalded milk,scalded ಹಾಲಿನ,scalded milk
scale,ಪ್ರಮಾಣದ,The amount of
scale fern,ಪ್ರಮಾಣದ ಜರೀಗಿಡ,The amount of fern
scallopine,scallopine,scallopine
scalpel,ಚಿಕ್ಕಚಾಕು,Scalpel
scanner,ಸ್ಕ್ಯಾನರ್,Scanner
scarf,ಸ್ಕಾರ್ಫ್,Scarf
scarlet fritillary,ಕಡುಗೆಂಪು fritillary,Scarlet fritillary
scarlet lychnis,ಕಡುಗೆಂಪು ಕಾರ್ಯೊಫಿಲೇನಿ ವಂಶಕ್ಕೆ ಸೇರಿದ ಒಂದು ಸಸ್ಯ ಕುಲ,Crimson lychnis
scarlet tanager,ಕಡುಗೆಂಪು ತ್ರಾಪಿಡೇ ಉಪವಂಶಕ್ಕೆ ಸೇರಿದ ಅಮೆರಿಕದ ಒಂದು ಹಕ್ಕಿ,Scarlet tanager
scatter rug,ಮತ್ತೆ ಚೆದುರಿದ,And scatter
scene painter,ದೃಶ್ಯದಲ್ಲಿ ವರ್ಣಚಿತ್ರಕಾರ,Scene painter
scentless camomile,ವಾಸನೆಯಿಲ್ಲದ ಔಷಧವಾಗಿ ಬಳಸುವ ಯುರೋಪಿನ ಒಂದು ಗಿಡ,Scentless camomile
schipperke,ಬಾಲವಿಲ್ಲದ ಸಣ್ಣ ಕರಿ ನಾಯಿ,Schipperke
schoolbag,schoolbag,schoolbag
schoolmaster,ಶಾಲಾ,The school
schoolyard,ಶಾಲೆ,Own
scientific instrument,ವೈಜ್ಞಾನಿಕ ಉಪಕರಣ,Scientific Equipment
scimitar,ಸ್ಕಿಮೀಟರ್,Scimitar
scion,ಕುಡಿ,Scion
scissors,ಕತ್ತರಿ,Shears
Scleroderma bovista,ಸ್ಕಿಲ್ರೊಡರ್ಮ bovista,Scleroderma bovista
scoffer,ಜರೆಯುವವನು,Scoffer
scolopendrium,ಒಂದುಬಗೆಯ ಜರೀಗಿಡ,Scolopendrium
scone,ದೋಸೆ,Waffle
scooter,ಸ್ಕೂಟರ್,Scooter
scops owl,ಚಿಟ್ಟುಗೂಬೆ,Owlet
scoreboard,ಸ್ಕೋರ್ಬೋರ್ಡ್,The scoreboard
scorpion,ಚೇಳು,Scorpions
scorpionfish,scorpionfish,scorpionfish
Scotch,ಸ್ಕಾಚ್,Scotch
Scotch egg,ಸ್ಕಾಚ್ ಎಗ್,Scotch Egg
Scotch pine,ಸ್ಕಾಚ್ ಪೈನ್,Scotch Pine
scow,ಚಪ್ಪಟೆತಳದ ದೋಣಿ,Scow
scrambled eggs,scrambled eggs,scrambled eggs
screamer,ಕೀರಲು ದನಿಯ,Screamer
screen,ಪರದೆಯ,The screen
screw,ತಿರುಪು,Screw
screw eye,ಸ್ಕ್ರೂ ಕಣ್ಣಿನ,Screw eye
screw thread,ಸ್ಕ್ರೂ ಥ್ರೆಡ್,Screw thread
screwdriver,ಸ್ಕ್ರೂಡ್ರೈವರ್,Screwdriver
scriber,ಚಂದಾದಾರ,Subscriber
scrimshaw,"ಕಪ್ಪೆಚಿಪ್ಪು, ದಂತ ಮೊದಲಾದವುಗಳ ಮೇಲೆ ಚಿತ್ತಾರಗಳನ್ನು ಕೊರೆ",Scrimshaw
scriptorium,ಲೇಖನ,Article
scrub pine,ಪೊದೆಗಳು ಪೈನ್,Pine Trees
scuffle,ಮಾರಾಮಾರಿಗಿಳಿದಾಗ,Scuffle
scullery,ಸಣ್ಣ ಅಡಿಗೆಮನೆ,Scullery
scurvy grass,ಸ್ಕರ್ವಿ ಹುಲ್ಲು,Scurvy Grass
scuttle,ಡಬ್ಬ,Container
scyphozoan,ಸ್ಕೈಫೋಜೋನ್,Scyphozoan
sea chub,ಸಮುದ್ರದ ಚಬ್,Sea chub
sea cow,ಕಡಲಾಕಳು,Kadalakalu
sea feather,ಸಮುದ್ರದ ಗರಿ,Sea feather
sea gooseberry,ಸಮುದ್ರದ ಗೂಸ್ಬೆರ್ರಿ,Sea gooseberry
sea holly,ಸಮುದ್ರದ ಹಾಲಿ,Sea Holly
sea kale,ಸಮುದ್ರದ ಕೇಲ್,Sea kale
sea lavender,ಸಮುದ್ರದ ಲ್ಯಾವೆಂಡರ್,Sea Lavender
sea lily,ವಲ್ಕವಂತ,Shelled
sea lion,ಕಡಲ ಸಿಂಹ,Walruses
sea milkwort,ಸಮುದ್ರದ ಹಾಲು ಸೊಪ್ಪು,Sea milkwort
sea otter,ಸಮುದ್ರ ನೀರುನಾಯಿಗಳು,Sea Otters
sea pen,ಸಮುದ್ರದ ಪೆನ್,Sea Pen
sea slug,ಸಮುದ್ರದ ಸ್ಲಗ್,Sea Slug
sea squirt,ಸಮುದ್ರ ಜಲ ಕ್ಷೇಪಕ,Sea squirt
sea trout,ಸಮುದ್ರ ಟ್ರೌಟ್,Sea trout
sea turtle,ಸಮುದ್ರ ಆಮೆ,Sea Turtle
seafood Newburg,ಕಡಲ ಮೊಟ್ಟೆಯ ಹಳದಿ ಲೋಳೆ,Sea egg yolk
seagrass,ಸಾಗರತೃಣದ,Sagaratrnada
seahorse,ಸಮುದ್ರಕುದುರೆ,Seahorse
sealing wax,ಸೀಲಿಂಗ್ ಮೇಣದ,Sealing wax
searcher,ಹುಡುಕುವವರು,Searcher
seashell,ಸೀಶೆಲ್,Seashell
seashore mallow,ಸಮುದ್ರತೀರಗಳು ಮ್ಯಾಲೋ,Seashore mallow
seasonal worker,ಕಾಲೋಚಿತ ಕಾರ್ಮಿಕರ,Seasonal workers
secateurs,ಸಮರುಗತ್ತರಿ,Secateurs
second baseman,ಎರಡನೇ ನಿಂತಿರುತ್ತಾನೆ,Second Baseman
second lieutenant,ದ್ವಿತೀಯ ಲೆಫ್ಟಿನೆಂಟ್,Second Lieutenant
second-rater,ಕಳಪೆ,The poor
Secretary of State,ರಾಜ್ಯ ಕಾರ್ಯದರ್ಶಿ,Secretary of State
Secretary of the Interior,ಆಂತರಿಕ ಕಾರ್ಯದರ್ಶಿ,Secretary of the Interior
section hand,ವಿಭಾಗದಲ್ಲಿ ಕೈಯಲ್ಲಿ,In the hands of
security system,ಭದ್ರತಾ ವ್ಯವಸ್ಥೆ,Security System
sedge warbler,ಸೆಡ್ಜ್ ಉಲಿಯಕ್ಕಿ,Sedge warbler
seed,ಬೀಜ,Seed
seed beetle,ಬೀಜ ಜೀರುಂಡೆ,Seed beetle
seedling,ಮೊಳಕೆ,Seedlings
Seeing Eye dog,ಗೋಚರಿಸುತ್ತಿವೆಯೇ ಐ ನಾಯಿ,Seeing Eye Dog
seeker,ಅನ್ವೇಷಿ,Seeker
sego lily,ಈ ಲಿಲಿ,The Lily
selectman,selectman,selectman
selenium cell,ಸೆಲೆನಿಯಮ್ ಸೆಲ್,Selenium Cell
self-heal,ಸ್ವಯಂ ಶಾಮಕ,Self-heal
self-propelled vehicle,ಸ್ವಯಂನೋದಿತ ವಾಹನದ,Self-propelled vehicle
self-starter,ಮಹತ್ವಾಕಾಂಕ್ಷಿ,Self-starter
semifinalist,ಉಪಾಂತ ಸ್ಪರ್ಧಿ,Semi-finalist
Semite,ಸೆಮೈಟ್ ಗಳ,Semite
Seneca snakeroot,ಸೆನೆಕಾ snakeroot,Seneca snakeroot
Senegalese,ಸೆನೆಗಲ್ ದೇಶದ,Senegal's
senior vice president,ಹಿರಿಯ ಉಪಾಧ್ಯಕ್ಷ,Senior Vice President
sensitive fern,ಸೂಕ್ಷ್ಮ ಜರೀಗಿಡ,Delicate fern
sequencer,ಅನುಕ್ರಮ ಸಾಧಕ,Sequencer
serape,ಸ್ಪಾನಿಶ್ ಅಮೆರಿಕನ್ನರು ಹೊದೆಯುವ ಶಾಲು ಯಾ ಕಂಬಳಿ,Serape
Serbian,ಸರ್ಬಿಯನ್,Serbian
sergeant major,ಸಾರ್ಜೆಂಟ್ ಪ್ರಮುಖ,Sergeant Major
serger,serger,serger
sericea lespedeza,ಸೆರೀಷಿಯಾ lespedeza,Sericea lespedeza
serin,ತಂಪು,"Cool,"
serjeant-at-law,ಸರ್ಜಿಯೆಂಟ್ ವಕೀಲ,Serjeant lawyer
serotine,ಯೂರೋಪ್ ಖಂಡದ ಕೆಂಗಂದು ಬಣ್ಣದ ಬಾವಲಿ,Serotine
serow,ಸೆರೋವ್,Serov
set,ಸೆಟ್,Set
setter,ಇರಿಸುತ್ತದೆ,Puts
peg,peg,peg
pier,pier,pier
pipal,pipal,pipal
platen,platen,platen
privateer,privateer,privateer
punctum,punctum,punctum
rouleau,rouleau,rouleau
saddlebag,saddlebag,saddlebag
scrambled eggs,scrambled eggs,scrambled eggs
settler,ನಿವಾಸಿಯಾಗಿದ್ದಾನೆ,Settler
Seven Wonders of the Ancient World,ಪ್ರಾಚೀನ ಪ್ರಪಂಚದ ಏಳು ಅದ್ಭುತಗಳಲ್ಲಿ,Seven Wonders of the Ancient World
sewer,ಒಳಚರಂಡಿ,Sewer
sewing room,ಹೊಲಿಗೆ ಕೊಠಡಿ,Sewing Room
sextant,ಷಷ್ಟಕ,Sextant
shackle,ಉಂಗುರ,The Ring
shade,ನೆರಳು,Shadow
shaft,ಶಾಫ್ಟ್,Shaft
shag rug,ಹಂತ ಹಾರ್ನ್,Step-by-Horn
shaggymane,Sggimane,Sggimane
shaheed,ಶಹೀದ್,Shaheed
shaker,ದಾನಿ,Donor
shallot,ನೀರುಳ್ಳಿ,Shallot
shanghaier,ಶಾಂಘೈ,Shanghai
sharksucker,sharksucker,sharksucker
shaving brush,ಕ್ಷೌರದ ಕುಂಚ,Shaving brush
shaving cream,ಕ್ಷೌರದ ಕೆನೆ,Shaving cream
shawm,ಗಾಳಿ ವಾದ್ಯ,Wind instrument
Shawnee cake,"Shawnee, ಕೇಕ್","Shawnee, ಕೇಕ್"
shed,ಚೆಲ್ಲುವ,Shed
sheep,ಕುರಿ,Sheep
sheep ked,ಕುರಿ ked,Sheep ked
sheep plant,ಕುರಿ ಸಸ್ಯ,Sheep plant
sheep sorrel,ಕುರಿ ಸೋರ್ರೆಲ್,Sheep Sorrel
sheepskin coat,ಕುರಿತುಪ್ಪಟ ಕೋಟ್,Sheepskin coat
sheet,ಹಾಳೆಯ,Sheet
sheeting,ಶೀಟುಗಳು,Sheets
sheik,ಶೇಖ್,Sheikh
shell,ಶೆಲ್,Shell
shelter,ಆಶ್ರಯ,Shelter
shepherd,ಕುರುಬ,Shepherd
sherry,ಶೆರ್ರಿ,Sherry
shield,ಗುರಾಣಿ,Shield
shift key,ಶಿಫ್ಟ್ ಕೀಲಿಯನ್ನು,The Shift key
Shih-Tzu,ಶಿಹ್-ಟ್ಸು,Shih-Tzu
shillelagh,ಲಾಠಿ,The baton
shiner,ಕಪ್ಪುಗಣ್ಣು,Shiner
shingle tree,ನೊರಜುಕಲ್ಲಿನ ಮರ,Wood shingle
shining willow,ಹೊಳೆಯುತ್ತಿರುವ ವಿಲೋ,Shining willow
ship,ಹಡಗಿನ,The vessel
shipmate,ಒಡನಾಡಿ ನಾವಿಕ,Shipmate
shipping,ಹಡಗು,The ship
shipping agent,ಹಡಗು ದಳ್ಳಾಲಿ,Shipping agent
shirtfront,shirtfront,shirtfront
